Policy Number,Start Date,Last Paid Date,Tenure (Years),Date of Purchase,Customer ID,Sum Assured MUR/Coverage Amount,Premium Amount,Payment Frequency,Loan Eligible,Loan Amount Allowed,Underwriting expenses,Sales Agent Code,Purchase Month,Purchase Quarter,Purchase Year,Policy Anniversary Date,Claim ID,Policy Type Code,Policy Code,Policy Status,State,RM ID,Zonal Manager ID
IGD-POL-631182,05-12-2023,03-May-25,15,05-Dec-23,CUST-593324,100000.0,24703.96,Annually,Yes,58500.62,4079.6,AGT-1909,December,Q4,2023,05-Dec-24,CLM-856774,TR-ENDD989,ILG-IGMU-9829,Active,Grand Port,RMS4B9K2,ZMS5Q4R2
IGD-POL-837187,25-12-2023,19-Jul-25,20,25-Dec-23,CUST-940079,3433060.56,65669.18,Monthly,No,0.0,7955.98,AGT-2109,December,Q4,2023,25-Dec-24,CLM-345926,TR-UNCD988,RSP-IGMU-9856,Active,Black River,RMW8C6P3,ZMW3T7P8
IGD-POL-530864,26-09-2023,01-Feb-25,5,26-Sep-23,CUST-244167,100000.0,22315.31,Quarterly,Yes,45093.29,2578.8,AGT-4509,September,Q3,2023,26-Sep-24,CLM-391711,TR-ENDD989,WBM-IGMU-9833,Active,Quatre Bornes,RMC9F7L5,ZMN8K2L1
IGD-POL-324842,17-09-2023,05-Sep-25,25,17-Sep-23,CUST-641887,489336.9,60282.61,Quarterly,No,0.0,8389.09,AGT-4980,September,Q3,2023,17-Sep-24,CLM-164597,TR-WHCD968,IPM-IGMU-9832,Active,Curepipe,RMC9F7L5,ZMN8K2L1
IGD-POL-811345,23-07-2023,12-Dec-25,10,23-Jul-23,CUST-451504,4636772.54,1500.0,Quarterly,Yes,2030698.37,300.0,AGT-4980,July,Q3,2023,23-Jul-24,CLM-462727,TR-UNCD988,RSP-IGMU-9856,Surrendered,Curepipe,RMC9F7L5,ZMN8K2L1
IGD-POL-220693,08-08-2023,10-Jun-25,20,08-Aug-23,CUST-804258,1019832.07,25480.35,Quarterly,No,0.0,2871.56,AGT-1465,August,Q3,2023,08-Aug-24,CLM-661451,TR-ENDD989,ILG-IGMU-9829,Active,Moka,RMC9F7L5,ZMN8K2L1
IGD-POL-515567,12-09-2023,07-Oct-25,5,12-Sep-23,CUST-564645,3526501.33,18347.7,Annually,No,0.0,2654.1,AGT-5980,September,Q3,2023,12-Sep-24,CLM-138418,TR-UNCD988,UGM-IGMU-9834,Active,Port Louis,RMC9F7L5,ZMN8K2L1
IGD-POL-406936,06-11-2023,12-Aug-25,5,06-Nov-23,CUST-234120,2132375.38,66639.89,Annually,Yes,984696.16,4484.34,AGT-3150,November,Q4,2023,06-Nov-24,CLM-594663,TR-WHCD968,FPP-IGMU-9813,Lapsed,Savanne,RMS4B9K2,ZMS5Q4R2
IGD-POL-244707,24-01-2023,24-Sep-24,15,24-Jan-23,CUST-536440,2496792.18,12970.67,Annually,Yes,1506485.55,1021.36,AGT-7898,January,Q1,2023,24-Jan-24,CLM-886269,TR-WHCD968,FPP-IGMU-9813,Surrendered,Vacoas-Phoenix,RMC9F7L5,ZMN8K2L1
IGD-POL-282027,05-08-2023,25-Aug-25,25,05-Aug-23,CUST-570490,4726777.39,20028.04,Monthly,Yes,2831339.07,2040.93,AGT-4456,August,Q3,2023,05-Aug-24,CLM-635323,TR-WHCD968,IPM-IGMU-9832,Surrendered,Curepipe,RMC9F7L5,ZMN8K2L1
IGD-POL-583972,13-10-2023,16-Feb-25,20,13-Oct-23,CUST-998362,326906.21,5824.3,Monthly,Yes,183123.49,641.07,AGT-3465,October,Q4,2023,13-Oct-24,CLM-726698,TR-WHCD968,WLS-IGMU-9814,Active,Grand Port,RMS4B9K2,ZMS5Q4R2
IGD-POL-775745,26-08-2023,27-Feb-25,20,26-Aug-23,CUST-261141,2181075.43,56575.89,Quarterly,Yes,1187052.88,5939.7,AGT-3150,August,Q3,2023,26-Aug-24,CLM-984992,TR-ENDD989,WBM-IGMU-9833,Active,Savanne,RMS4B9K2,ZMS5Q4R2
IGD-POL-441016,10-06-2023,26-Mar-25,15,10-Jun-23,CUST-667193,3969038.99,65832.73,Annually,Yes,2270080.27,5779.12,AGT-7898,June,Q2,2023,10-Jun-24,CLM-488415,TR-WHCD968,IPM-IGMU-9832,Surrendered,Vacoas-Phoenix,RMC9F7L5,ZMN8K2L1
IGD-POL-442699,08-04-2023,02-May-25,10,08-Apr-23,CUST-951452,4937691.92,34631.97,Quarterly,Yes,2484295.84,3045.57,AGT-1909,April,Q2,2023,08-Apr-24,CLM-522850,TR-WHCD968,IPM-IGMU-9832,Active,Grand Port,RMS4B9K2,ZMS5Q4R2
IGD-POL-332949,13-10-2023,20-Dec-25,15,13-Oct-23,CUST-361662,2348840.56,71083.21,Annually,No,0.0,11670.47,AGT-1800,October,Q4,2023,13-Oct-24,CLM-884727,TR-UNCD988,RSP-IGMU-9856,Active,Beau Bassin-Rose Hill,RMC9F7L5,ZMN8K2L1
IGD-POL-268700,08-06-2023,14-Jun-25,15,08-Jun-23,CUST-784607,3581606.13,12625.48,Monthly,No,0.0,1797.89,AGT-5980,June,Q2,2023,08-Jun-24,CLM-833482,TR-ENDD989,SGT-IGMU-9812,Active,Port Louis,RMC9F7L5,ZMN8K2L1
IGD-POL-941491,07-12-2023,16-Apr-25,5,07-Dec-23,CUST-599589,2679892.28,67697.72,Monthly,Yes,1678764.01,11602.57,AGT-5945,December,Q4,2023,07-Dec-24,CLM-437324,TR-ENDD989,ILG-IGMU-9829,Surrendered,Flacq,RMN7A3X1,ZMN8K2L1
IGD-POL-832566,24-07-2023,02-Sep-25,15,24-Jul-23,CUST-253311,1933900.03,68606.73,Monthly,Yes,725507.48,11816.37,AGT-4509,July,Q3,2023,24-Jul-24,CLM-953872,TR-UNCD988,RSP-IGMU-9856,Active,Quatre Bornes,RMC9F7L5,ZMN8K2L1
IGD-POL-251540,06-10-2023,20-Feb-25,20,06-Oct-23,CUST-540222,3085824.17,50720.71,Monthly,No,0.0,2928.93,AGT-1498,October,Q4,2023,06-Oct-24,CLM-284018,TR-ENDD989,ILG-IGMU-9829,Active,Rivière du Rempart,RMN7A3X1,ZMN8K2L1
IGD-POL-710670,23-09-2023,14-May-25,15,23-Sep-23,CUST-479867,3399729.27,20070.61,Monthly,No,0.0,1848.04,AGT-1498,September,Q3,2023,23-Sep-24,CLM-583739,TR-UNCD988,UGM-IGMU-9834,Surrendered,Rivière du Rempart,RMN7A3X1,ZMN8K2L1
IGD-POL-516329,26-11-2023,25-Mar-25,25,26-Nov-23,CUST-226332,2703702.54,53967.02,Quarterly,Yes,877745.39,4509.21,AGT-4594,November,Q4,2023,26-Nov-24,CLM-740182,TR-ENDD989,SGT-IGMU-9812,Active,Plaines Wilhems,RMC9F7L5,ZMN8K2L1
IGD-POL-186849,24-07-2023,10-Aug-24,25,24-Jul-23,CUST-597677,100000.0,47685.54,Quarterly,Yes,23358.87,7926.73,AGT-4980,July,Q3,2023,24-Jul-24,CLM-378291,TR-WHCD968,FPP-IGMU-9813,Surrendered,Curepipe,RMC9F7L5,ZMN8K2L1
IGD-POL-409795,28-05-2023,07-Jun-24,25,28-May-23,CUST-832077,529866.61,50626.97,Quarterly,No,0.0,5909.72,AGT-4980,May,Q2,2023,28-May-24,CLM-675848,TR-UNCD988,UGM-IGMU-9834,Surrendered,Curepipe,RMC9F7L5,ZMN8K2L1
IGD-POL-475668,05-02-2023,06-Jan-25,15,05-Feb-23,CUST-910423,356366.6,64578.23,Monthly,Yes,208096.59,3934.24,AGT-3488,February,Q1,2023,05-Feb-24,CLM-806433,TR-ENDD989,SGT-IGMU-9812,Active,Moka,RMC9F7L5,ZMN8K2L1
IGD-POL-316183,04-05-2023,22-Apr-25,25,04-May-23,CUST-562921,2913904.67,42384.45,Annually,Yes,1147661.91,3202.66,AGT-4980,May,Q2,2023,04-May-24,CLM-418599,TR-UNCD988,RSP-IGMU-9856,Active,Curepipe,RMC9F7L5,ZMN8K2L1
IGD-POL-945866,28-05-2023,22-Sep-25,10,28-May-23,CUST-546901,2674900.09,68404.82,Quarterly,Yes,829738.64,7933.64,AGT-1900,May,Q2,2023,28-May-24,CLM-570586,TR-ENDD989,SGT-IGMU-9812,Active,Vacoas-Phoenix,RMC9F7L5,ZMN8K2L1
IGD-POL-170332,16-10-2023,15-Jun-25,10,16-Oct-23,CUST-366296,561557.53,64489.09,Quarterly,Yes,298595.39,8067.83,AGT-2345,October,Q4,2023,16-Oct-24,CLM-374345,TR-ENDD989,WBM-IGMU-9833,Active,Plaines Wilhems,RMC9F7L5,ZMN8K2L1
IGD-POL-445054,09-07-2023,03-Apr-25,20,09-Jul-23,CUST-830706,4598369.96,55997.92,Monthly,No,0.0,7858.47,AGT-2941,July,Q3,2023,09-Jul-24,CLM-211197,TR-UNCD988,UGM-IGMU-9834,Active,Flacq,RMN7A3X1,ZMN8K2L1
IGD-POL-993610,18-05-2023,12-Aug-25,25,18-May-23,CUST-409515,525351.17,21877.32,Monthly,Yes,220448.21,1927.4,AGT-2109,May,Q2,2023,18-May-24,CLM-919775,TR-WHCD968,WLS-IGMU-9814,Surrendered,Black River,RMW8C6P3,ZMW3T7P8
IGD-POL-254122,08-04-2023,11-Oct-25,15,08-Apr-23,CUST-451141,306401.28,5157.22,Quarterly,No,0.0,722.9,AGT-4456,April,Q2,2023,08-Apr-24,CLM-953805,TR-WHCD968,IPM-IGMU-9832,Active,Curepipe,RMC9F7L5,ZMN8K2L1
IGD-POL-662069,16-12-2023,14-Mar-25,20,16-Dec-23,CUST-677347,100000.0,57563.49,Annually,Yes,35742.82,3343.27,AGT-4980,December,Q4,2023,16-Dec-24,CLM-649598,TR-WHCD968,FPP-IGMU-9813,Active,Curepipe,RMC9F7L5,ZMN8K2L1
IGD-POL-447713,03-10-2023,07-Jul-25,20,03-Oct-23,CUST-818102,528819.64,72259.47,Annually,No,0.0,11948.2,AGT-5467,October,Q4,2023,03-Oct-24,CLM-389704,TR-UNCD988,UGM-IGMU-9834,Surrendered,Quatre Bornes,RMC9F7L5,ZMN8K2L1
IGD-POL-173356,01-05-2023,02-Oct-25,20,01-May-23,CUST-866035,3909515.79,68982.36,Quarterly,No,0.0,10935.02,AGT-5467,May,Q2,2023,01-May-24,CLM-920465,TR-WHCD968,FPP-IGMU-9813,Active,Quatre Bornes,RMC9F7L5,ZMN8K2L1
IGD-POL-426906,26-01-2023,26-Jul-25,20,26-Jan-23,CUST-940079,1559520.8,74932.7,Quarterly,No,0.0,12803.0,AGT-5945,January,Q1,2023,26-Jan-24,CLM-989505,TR-WHCD968,FPP-IGMU-9813,Active,Flacq,RMN7A3X1,ZMN8K2L1
IGD-POL-740383,26-10-2023,11-Jun-25,5,26-Oct-23,CUST-769733,4016011.16,72751.24,Monthly,No,0.0,13088.51,AGT-1900,October,Q4,2023,26-Oct-24,CLM-692754,TR-UNCD988,UGM-IGMU-9834,Active,Vacoas-Phoenix,RMC9F7L5,ZMN8K2L1
IGD-POL-452237,04-04-2023,13-Dec-25,20,04-Apr-23,CUST-562445,3152556.99,16531.82,Annually,Yes,1098038.88,2221.76,AGT-1498,April,Q2,2023,04-Apr-24,CLM-942058,TR-ENDD989,ILG-IGMU-9829,Active,Rivière du Rempart,RMN7A3X1,ZMN8K2L1
IGD-POL-579317,09-07-2023,22-Jun-25,15,09-Jul-23,CUST-890275,5152094.69,17889.23,Quarterly,No,0.0,3033.48,AGT-7898,July,Q3,2023,09-Jul-24,CLM-940380,TR-WHCD968,IPM-IGMU-9832,Active,Vacoas-Phoenix,RMC9F7L5,ZMN8K2L1
IGD-POL-949212,28-05-2023,04-Oct-25,5,28-May-23,CUST-341967,2380552.71,61342.12,Annually,No,0.0,4599.25,AGT-4980,May,Q2,2023,28-May-24,CLM-781712,TR-UNCD988,UGM-IGMU-9834,Active,Curepipe,RMC9F7L5,ZMN8K2L1
IGD-POL-694611,13-10-2023,28-Sep-25,20,13-Oct-23,CUST-294655,1925824.04,5814.51,Monthly,Yes,711756.82,338.92,AGT-7898,October,Q4,2023,13-Oct-24,CLM-406506,TR-UNCD988,RSP-IGMU-9856,Active,Vacoas-Phoenix,RMC9F7L5,ZMN8K2L1
IGD-POL-419160,03-03-2023,09-Sep-25,25,03-Mar-23,CUST-366589,3444969.99,46382.42,Monthly,Yes,1756511.59,4455.16,AGT-4456,March,Q1,2023,03-Mar-24,CLM-807266,TR-ENDD989,ILG-IGMU-9829,Active,Curepipe,RMC9F7L5,ZMN8K2L1
IGD-POL-215075,10-08-2023,03-Feb-25,10,10-Aug-23,CUST-110774,100000.0,58089.98,Monthly,Yes,45804.46,9097.2,AGT-1900,August,Q3,2023,10-Aug-24,CLM-450171,TR-WHCD968,FPP-IGMU-9813,Active,Vacoas-Phoenix,RMC9F7L5,ZMN8K2L1
IGD-POL-809103,09-04-2023,13-Feb-25,10,09-Apr-23,CUST-583722,2533093.81,40162.91,Quarterly,No,0.0,6825.91,AGT-5467,April,Q2,2023,09-Apr-24,CLM-158380,TR-WHCD968,IPM-IGMU-9832,Active,Quatre Bornes,RMC9F7L5,ZMN8K2L1
IGD-POL-452662,22-11-2023,05-May-24,5,22-Nov-23,CUST-207220,2904270.22,61162.77,Monthly,No,0.0,4246.13,AGT-3894,November,Q4,2023,22-Nov-24,CLM-291838,TR-ENDD989,ILG-IGMU-9829,Surrendered,Port Louis,RMC9F7L5,ZMN8K2L1
IGD-POL-960765,25-01-2023,16-Jul-24,15,25-Jan-23,CUST-523791,988768.39,42164.29,Monthly,Yes,319211.7,6360.01,AGT-5980,January,Q1,2023,25-Jan-24,CLM-918219,TR-UNCD988,RSP-IGMU-9856,Surrendered,Port Louis,RMC9F7L5,ZMN8K2L1
IGD-POL-857636,09-10-2023,02-Oct-25,25,09-Oct-23,CUST-641651,4597172.45,37591.02,Quarterly,No,0.0,3755.98,AGT-1800,October,Q4,2023,09-Oct-24,CLM-784650,TR-UNCD988,RSP-IGMU-9856,Surrendered,Beau Bassin-Rose Hill,RMC9F7L5,ZMN8K2L1
IGD-POL-533586,06-07-2023,02-Oct-24,10,06-Jul-23,CUST-152072,1449558.1,26731.5,Monthly,Yes,466071.97,3259.11,AGT-4594,July,Q3,2023,06-Jul-24,CLM-299088,TR-UNCD988,UGM-IGMU-9834,Lapsed,Plaines Wilhems,RMC9F7L5,ZMN8K2L1
IGD-POL-340519,22-02-2023,07-Nov-25,25,22-Feb-23,CUST-159297,4634504.67,58407.03,Quarterly,No,0.0,4781.28,AGT-2941,February,Q1,2023,22-Feb-24,CLM-326175,TR-ENDD989,SGT-IGMU-9812,Active,Flacq,RMN7A3X1,ZMN8K2L1
IGD-POL-984256,08-11-2023,11-Dec-25,10,08-Nov-23,CUST-748624,1186233.51,40521.39,Monthly,Yes,326094.73,5122.9,AGT-5945,November,Q4,2023,08-Nov-24,CLM-163677,TR-ENDD989,WBM-IGMU-9833,Active,Flacq,RMN7A3X1,ZMN8K2L1
IGD-POL-612489,14-07-2023,26-Jan-25,15,14-Jul-23,CUST-418090,3521900.38,12131.43,Annually,No,0.0,1304.94,AGT-5467,July,Q3,2023,14-Jul-24,CLM-635791,TR-UNCD988,UGM-IGMU-9834,Surrendered,Quatre Bornes,RMC9F7L5,ZMN8K2L1
IGD-POL-289757,22-12-2023,14-Feb-25,10,22-Dec-23,CUST-464825,4669251.63,27662.38,Quarterly,No,0.0,3983.64,AGT-5945,December,Q4,2023,22-Dec-24,CLM-588065,TR-UNCD988,UGM-IGMU-9834,Active,Flacq,RMN7A3X1,ZMN8K2L1
IGD-POL-171646,21-10-2023,06-Aug-25,20,21-Oct-23,CUST-572102,409339.8,12560.64,Monthly,Yes,265413.06,944.3,AGT-3150,October,Q4,2023,21-Oct-24,CLM-971594,TR-UNCD988,RSP-IGMU-9856,Active,Savanne,RMS4B9K2,ZMS5Q4R2
IGD-POL-659286,14-12-2023,22-Jun-25,5,14-Dec-23,CUST-112885,2021692.64,1500.0,Quarterly,Yes,657518.09,435.8,AGT-1909,December,Q4,2023,14-Dec-24,CLM-518408,TR-WHCD968,WLS-IGMU-9814,Active,Grand Port,RMS4B9K2,ZMS5Q4R2
IGD-POL-198366,06-04-2023,22-Sep-25,25,06-Apr-23,CUST-444240,1414565.45,7755.67,Annually,Yes,756126.15,707.61,AGT-3488,April,Q2,2023,06-Apr-24,CLM-592221,TR-UNCD988,UGM-IGMU-9834,Active,Moka,RMC9F7L5,ZMN8K2L1
IGD-POL-307360,28-04-2023,22-Dec-25,5,28-Apr-23,CUST-846602,1873491.82,47213.95,Monthly,No,0.0,3697.09,AGT-4980,April,Q2,2023,28-Apr-24,CLM-529051,TR-WHCD968,FPP-IGMU-9813,Active,Curepipe,RMC9F7L5,ZMN8K2L1
IGD-POL-955216,18-03-2023,25-Dec-25,5,18-Mar-23,CUST-498763,1623829.92,28286.41,Quarterly,No,0.0,1526.41,AGT-5467,March,Q1,2023,18-Mar-24,CLM-170965,TR-WHCD968,IPM-IGMU-9832,Active,Quatre Bornes,RMC9F7L5,ZMN8K2L1
IGD-POL-412838,14-11-2023,10-Oct-25,25,14-Nov-23,CUST-760759,1190355.23,68974.56,Monthly,No,0.0,8556.63,AGT-2941,November,Q4,2023,14-Nov-24,CLM-599424,TR-WHCD968,WLS-IGMU-9814,Surrendered,Flacq,RMN7A3X1,ZMN8K2L1
IGD-POL-816596,06-06-2023,05-Sep-25,20,06-Jun-23,CUST-755879,1763711.43,30304.37,Monthly,Yes,718800.29,3445.15,AGT-5980,June,Q2,2023,06-Jun-24,CLM-221137,TR-ENDD989,WBM-IGMU-9833,Active,Port Louis,RMC9F7L5,ZMN8K2L1
IGD-POL-486368,11-06-2023,01-May-25,15,11-Jun-23,CUST-750121,2813181.39,61200.68,Quarterly,Yes,863269.22,6225.58,AGT-3894,June,Q2,2023,11-Jun-24,CLM-969325,TR-ENDD989,ILG-IGMU-9829,Surrendered,Port Louis,RMC9F7L5,ZMN8K2L1
IGD-POL-221232,03-02-2023,10-Nov-24,10,03-Feb-23,CUST-757576,3034110.2,73430.12,Monthly,No,0.0,10455.43,AGT-7898,February,Q1,2023,03-Feb-24,CLM-953970,TR-ENDD989,ILG-IGMU-9829,Surrendered,Vacoas-Phoenix,RMC9F7L5,ZMN8K2L1
IGD-POL-764394,26-08-2023,17-Jan-25,15,26-Aug-23,CUST-806743,2091573.45,13810.54,Annually,Yes,1049234.15,1137.95,AGT-4980,August,Q3,2023,26-Aug-24,CLM-599024,TR-WHCD968,WLS-IGMU-9814,Active,Curepipe,RMC9F7L5,ZMN8K2L1
IGD-POL-510076,04-12-2023,10-Dec-25,25,04-Dec-23,CUST-349875,2811848.91,27787.03,Annually,Yes,736500.96,1710.27,AGT-1498,December,Q4,2023,04-Dec-24,CLM-424392,TR-WHCD968,WLS-IGMU-9814,Active,Rivière du Rempart,RMN7A3X1,ZMN8K2L1
IGD-POL-297820,14-10-2023,22-Nov-24,25,14-Oct-23,CUST-946305,2389881.64,10110.9,Quarterly,No,0.0,1509.04,AGT-5467,October,Q4,2023,14-Oct-24,CLM-249576,TR-WHCD968,WLS-IGMU-9814,Surrendered,Quatre Bornes,RMC9F7L5,ZMN8K2L1
IGD-POL-732072,11-12-2023,15-Oct-25,25,11-Dec-23,CUST-982478,1891362.92,34173.12,Quarterly,No,0.0,2711.96,AGT-6578,December,Q4,2023,11-Dec-24,CLM-374033,TR-UNCD988,RSP-IGMU-9856,Active,Port Louis,RMC9F7L5,ZMN8K2L1
IGD-POL-104283,14-02-2023,15-Feb-24,20,14-Feb-23,CUST-406654,1707261.07,23901.11,Quarterly,No,0.0,3402.99,AGT-5980,February,Q1,2023,14-Feb-24,CLM-161862,TR-UNCD988,RSP-IGMU-9856,Surrendered,Port Louis,RMC9F7L5,ZMN8K2L1
IGD-POL-165507,10-11-2023,14-Jan-25,10,10-Nov-23,CUST-398042,2780426.13,48943.25,Quarterly,No,0.0,4553.74,AGT-1498,November,Q4,2023,10-Nov-24,CLM-138860,TR-UNCD988,UGM-IGMU-9834,Active,Rivière du Rempart,RMN7A3X1,ZMN8K2L1
IGD-POL-174600,18-03-2023,02-Aug-25,20,18-Mar-23,CUST-830158,4232942.55,52384.66,Annually,No,0.0,8578.82,AGT-1465,March,Q1,2023,18-Mar-24,CLM-988370,TR-ENDD989,WBM-IGMU-9833,Surrendered,Moka,RMC9F7L5,ZMN8K2L1
IGD-POL-277331,12-05-2023,18-Mar-25,20,12-May-23,CUST-969364,1463346.27,78447.06,Quarterly,Yes,659721.85,6887.91,AGT-1465,May,Q2,2023,12-May-24,CLM-821458,TR-WHCD968,IPM-IGMU-9832,Active,Moka,RMC9F7L5,ZMN8K2L1
IGD-POL-850005,07-10-2023,21-Apr-25,10,07-Oct-23,CUST-209448,2379635.13,7814.51,Monthly,Yes,1134010.16,822.3,AGT-3894,October,Q4,2023,07-Oct-24,CLM-802841,TR-ENDD989,SGT-IGMU-9812,Surrendered,Port Louis,RMC9F7L5,ZMN8K2L1
IGD-POL-946896,19-10-2023,04-Nov-25,15,19-Oct-23,CUST-117819,1622053.25,76783.07,Annually,Yes,879375.17,5718.03,AGT-2941,October,Q4,2023,19-Oct-24,CLM-698601,TR-WHCD968,IPM-IGMU-9832,Active,Flacq,RMN7A3X1,ZMN8K2L1
IGD-POL-458112,22-05-2023,07-Jul-25,15,22-May-23,CUST-780208,2738740.59,6139.74,Annually,Yes,837940.87,412.95,AGT-3567,May,Q2,2023,22-May-24,CLM-605942,TR-ENDD989,ILG-IGMU-9829,Active,Rivière du Rempart,RMN7A3X1,ZMN8K2L1
IGD-POL-746460,02-04-2023,25-Feb-25,20,02-Apr-23,CUST-378104,930457.37,28598.97,Quarterly,Yes,350701.44,3409.12,AGT-1498,April,Q2,2023,02-Apr-24,CLM-448788,TR-WHCD968,IPM-IGMU-9832,Active,Rivière du Rempart,RMN7A3X1,ZMN8K2L1
IGD-POL-947562,26-08-2023,23-Oct-25,5,26-Aug-23,CUST-266793,1234135.59,39713.44,Annually,No,0.0,5386.84,AGT-3894,August,Q3,2023,26-Aug-24,CLM-154331,TR-UNCD988,RSP-IGMU-9856,Active,Port Louis,RMC9F7L5,ZMN8K2L1
IGD-POL-766102,13-05-2023,07-Oct-25,10,13-May-23,CUST-673106,1610351.54,42711.63,Annually,Yes,709433.98,3115.02,AGT-3894,May,Q2,2023,13-May-24,CLM-207518,TR-ENDD989,SGT-IGMU-9812,Surrendered,Port Louis,RMC9F7L5,ZMN8K2L1
IGD-POL-621057,26-09-2023,20-Dec-25,15,26-Sep-23,CUST-265245,1438213.18,28997.36,Quarterly,No,0.0,5104.76,AGT-5980,September,Q3,2023,26-Sep-24,CLM-255768,TR-WHCD968,FPP-IGMU-9813,Active,Port Louis,RMC9F7L5,ZMN8K2L1
IGD-POL-381022,16-02-2023,09-Aug-24,5,16-Feb-23,CUST-819762,4409838.93,24922.26,Monthly,Yes,1512122.4,1653.19,AGT-5980,February,Q1,2023,16-Feb-24,CLM-909385,TR-ENDD989,WBM-IGMU-9833,Surrendered,Port Louis,RMC9F7L5,ZMN8K2L1
IGD-POL-675295,14-06-2023,07-Feb-25,20,14-Jun-23,CUST-276277,4531460.63,86246.85,Monthly,No,0.0,6521.94,AGT-5945,June,Q2,2023,14-Jun-24,CLM-418273,TR-WHCD968,FPP-IGMU-9813,Active,Flacq,RMN7A3X1,ZMN8K2L1
IGD-POL-652353,19-07-2023,03-Sep-25,20,19-Jul-23,CUST-522422,2266002.97,71578.22,Quarterly,Yes,1357359.55,13082.44,AGT-5980,July,Q3,2023,19-Jul-24,CLM-459433,TR-WHCD968,WLS-IGMU-9814,Active,Port Louis,RMC9F7L5,ZMN8K2L1
IGD-POL-455245,08-05-2023,11-Dec-25,5,08-May-23,CUST-170735,2416001.54,10568.85,Annually,No,0.0,1572.33,AGT-2941,May,Q2,2023,08-May-24,CLM-454609,TR-WHCD968,IPM-IGMU-9832,Active,Flacq,RMN7A3X1,ZMN8K2L1
IGD-POL-664915,28-02-2023,02-Jan-25,25,28-Feb-23,CUST-649987,4459439.86,27349.28,Annually,Yes,1345529.46,3603.21,AGT-3488,February,Q1,2023,28-Feb-24,CLM-768821,TR-WHCD968,FPP-IGMU-9813,Active,Moka,RMC9F7L5,ZMN8K2L1
IGD-POL-226199,23-08-2023,06-Mar-25,25,23-Aug-23,CUST-567541,3344946.36,57030.13,Annually,No,0.0,8045.14,AGT-1800,August,Q3,2023,23-Aug-24,CLM-553843,TR-ENDD989,WBM-IGMU-9833,Active,Beau Bassin-Rose Hill,RMC9F7L5,ZMN8K2L1
IGD-POL-296347,28-10-2023,16-Sep-25,15,28-Oct-23,CUST-261660,200915.34,66137.23,Monthly,Yes,68155.84,11647.7,AGT-2941,October,Q4,2023,28-Oct-24,CLM-321677,TR-UNCD988,UGM-IGMU-9834,Active,Flacq,RMN7A3X1,ZMN8K2L1
IGD-POL-544191,19-08-2023,14-Sep-25,10,19-Aug-23,CUST-302966,915824.04,36241.66,Monthly,Yes,334331.64,3317.65,AGT-5945,August,Q3,2023,19-Aug-24,CLM-501924,TR-WHCD968,IPM-IGMU-9832,Active,Flacq,RMN7A3X1,ZMN8K2L1
IGD-POL-501792,21-01-2023,26-Dec-25,20,21-Jan-23,CUST-738309,4254687.01,31873.0,Quarterly,Yes,1516864.14,2704.89,AGT-1800,January,Q1,2023,21-Jan-24,CLM-385696,TR-WHCD968,WLS-IGMU-9814,Surrendered,Beau Bassin-Rose Hill,RMC9F7L5,ZMN8K2L1
IGD-POL-137725,03-01-2023,08-Feb-25,5,03-Jan-23,CUST-472103,4063902.72,44274.74,Quarterly,Yes,1148747.12,4169.65,AGT-3488,January,Q1,2023,03-Jan-24,CLM-578976,TR-UNCD988,RSP-IGMU-9856,Surrendered,Moka,RMC9F7L5,ZMN8K2L1
IGD-POL-816966,19-11-2023,21-May-25,25,19-Nov-23,CUST-680361,4189586.66,67144.15,Quarterly,Yes,1503445.19,11241.03,AGT-1909,November,Q4,2023,19-Nov-24,CLM-737355,TR-WHCD968,WLS-IGMU-9814,Active,Grand Port,RMS4B9K2,ZMS5Q4R2
IGD-POL-700613,03-10-2023,14-Oct-25,5,03-Oct-23,CUST-972603,100000.0,21311.44,Monthly,Yes,45620.73,2395.1,AGT-4509,October,Q4,2023,03-Oct-24,CLM-997749,TR-WHCD968,FPP-IGMU-9813,Active,Quatre Bornes,RMC9F7L5,ZMN8K2L1
IGD-POL-196017,26-06-2023,01-Apr-24,20,26-Jun-23,CUST-583071,3621033.67,40233.04,Monthly,Yes,1695488.26,7261.5,AGT-4594,June,Q2,2023,26-Jun-24,CLM-218107,TR-ENDD989,ILG-IGMU-9829,Surrendered,Plaines Wilhems,RMC9F7L5,ZMN8K2L1
IGD-POL-167647,06-02-2023,26-Sep-25,20,06-Feb-23,CUST-346258,2208858.08,45489.19,Monthly,Yes,565286.24,2208.37,AGT-5467,February,Q1,2023,06-Feb-24,CLM-617689,TR-WHCD968,WLS-IGMU-9814,Surrendered,Quatre Bornes,RMC9F7L5,ZMN8K2L1
IGD-POL-660001,18-11-2023,17-Jan-25,20,18-Nov-23,CUST-782427,1847831.59,43335.77,Annually,No,0.0,6696.18,AGT-3150,November,Q4,2023,18-Nov-24,CLM-177684,TR-UNCD988,UGM-IGMU-9834,Active,Savanne,RMS4B9K2,ZMS5Q4R2
IGD-POL-998061,06-02-2023,14-Jan-25,5,06-Feb-23,CUST-218020,935549.57,36677.55,Monthly,No,0.0,4378.14,AGT-3488,February,Q1,2023,06-Feb-24,CLM-410643,TR-WHCD968,WLS-IGMU-9814,Active,Moka,RMC9F7L5,ZMN8K2L1
